  Doc.comer.;Denominación;Fecha doc.;Ctd.conf.;Pedido;Nº de pedido;Fe.entrega;Creado;Solic.;Tp.cambio;Ctd.ped.;Alm.;Material;UMB;Nombre 1;MonCd;   Prc.neto;   Valor neto;       Neto;Status;GVen;UM;Sal.mcías.;Mon.;Fe.precio;Creado el;Hora;ClVt;Und;CB;Carácter;Número;Vendedor;Tx Gr.Ventas;Fe.ped.APP;Hora APP
1013036636;NC DSCTO 3% PRONTO PAGO ACT 13-03;13.03.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002669;1,12000;1,000;;91000028;UN;AUTOMERCADO MAXI,C.A ACT 13-03;;844,40;844,40;844,40;pendiente;101;UN;00.00.0000;VED;27.01.2026;20.02.2026;081500;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;081500
1013036635;NC DSCTO 3% PRONTO PAGO ACT 13-03;13.03.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002669;1,15000;1,000;;91000028;UN;AUTOMERCADO MAXI,C.A ACT 13-03;;1.631,98;1.631,98;1.631,98;pendiente;101;UN;00.00.0000;VED;27.01.2026;20.02.2026;081500;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;081500
1013036634;NC DSCTO 3% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002669;1,00000;1,000;;91000028;UN;AUTOMERCADO MAXI,C.A;;2.401,36;           2.401,36;2.401,36;pendiente;101;UN;00.00.0000;VED;27.01.2026;20.02.2026;181830;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036633;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002278;1,00000;1,000;;91000028;UN;ROJOLUJE, C.A;;3.745,84;           3.745,84;3.745,84;pendiente;101;UN;00.00.0000;VED;11.02.2026;20.02.2026;174711;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036632;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002278;1,00000;1,000;;91000028;UN;ROJOLUJE, C.A;;7.523,91;           7.523,91;7.523,91;pendiente;101;UN;00.00.0000;VED;11.02.2026;20.02.2026;174615;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036631;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002278;1,00000;1,000;;91000028;UN;ROJOLUJE, C.A;;16.685,22;          16.685,22;16.685,22;pendiente;101;UN;00.00.0000;VED;11.02.2026;20.02.2026;174443;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036630;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10000177;1,00000;1,000;;91000028;UN;SUPERMERCADO LA GLORIA C A;;2.178,35;2.512,66;2.178,35;pendiente;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;170820;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036629;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10000177;1,00000;1,000;;91000028;UN;SUPERMERCADO LA GLORIA C A;;1.910,45;           1.910,45;1.910,45;pendiente;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;170705;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036628;NC DSCTO 3% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 3% PRONTO P;NC DSCTO 3% PRONTO PAGO;00.00.0000;ACARDOZO;10003031;1,00000;1,000;;91000028;UN;MUNDO FORTUNA,C.A;;3.136,27;           3.136,27;3.136,27;pendiente;101;UN;00.00.0000;VED;11.02.2026;20.02.2026;165359;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036627;NC DSCTO 3% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 3% PRONTO P;NC DSCTO 3% PRONTO PAGO;00.00.0000;ACARDOZO;10003031;1,00000;1,000;;91000028;UN;MUNDO FORTUNA,C.A;;742,94;             742,94;742,94;pendiente;101;UN;00.00.0000;VED;11.02.2026;20.02.2026;165258;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036626;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002935;1,00000;1,000;;91000028;UN;BELLA MARKET MONAGAS, C.A;;1.009,50;           1.009,50;1.009,50;concluido/a;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;163439;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036625;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10002935;1,00000;1,000;;91000028;UN;BELLA MARKET MONAGAS, C.A;;1.958,70;           1.958,70;1.958,70;concluido/a;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;163342;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036624;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10000355;1,00000;1,000;;91000028;UN;HIPERMERCADO ASIA ORIENTAL, C.A;;9.791,38;           9.791,38;9.791,38;concluido/a;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;160901;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036623;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10000355;1,00000;1,000;;91000028;UN;HIPERMERCADO ASIA ORIENTAL, C.A;;11.621,75;          11.621,75;11.621,75;concluido/a;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;160723;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036622;NC DSCTO 5% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 5% PRONTO P;NC DSCTO 5% PRONTO PAGO;00.00.0000;ACARDOZO;10000355;1,00000;1,000;;91000028;UN;HIPERMERCADO ASIA ORIENTAL, C.A;;9.254,91;           9.254,91;9.254,91;concluido/a;101;UN;00.00.0000;VED;30.01.2026;20.02.2026;160613;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036621;NC DSCTO 3% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 3% PRONTO P;NC DSCTO 3% PRONTO PAGO;00.00.0000;ACARDOZO;10003432;1,00000;1,000;;91000028;UN;MAXI LIBERTADOR, C.A;;675,61;             675,61;675,61;concluido/a;101;UN;00.00.0000;VED;27.01.2026;20.02.2026;153558;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036620;NC DSCTO 3% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 3% PRONTO P;NC DSCTO 3% PRONTO PAGO;00.00.0000;ACARDOZO;10003432;1,00000;1,000;;91000028;UN;MAXI LIBERTADOR, C.A;;2.995,80;           2.995,80;2.995,80;concluido/a;101;UN;00.00.0000;VED;27.01.2026;20.02.2026;153227;ZG05;1,000;1,000;;100057;TREICY C. ROCA;GV Ger. Reg. Oriente;;
1013036619;NC DSCTO 8% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 8% PRONTO P;NC DSCTO 8% PRONTO PAGO;00.00.0000;ENIEVES;10000192;396,36740;1,000;;91000028;UN;COMERCIAL BELLA VISTA, C.A.;;20,00;              20,00;20,00;concluido/a;10B;UN;00.00.0000;USD;18.02.2026;20.02.2026;152125;ZG05;1,000;1,000;;100147;LUIS O. MENDOZA;GV Ger. Reg. Cen.Occ;;
1013036618;NC DSCTO 3% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 3% PRONTO P;NC DSCTO 3% PRONTO PAGO;00.00.0000;ENIEVES;10003308;352,70630;1,000;;91000028;UN;MULTITIENDAS FARMAPLUS GRAN;;14,02;              14,02;14,02;concluido/a;100;UN;00.00.0000;USD;23.01.2026;20.02.2026;150015;ZG05;1,000;1,000;;100048;ALEXANDER JOSE MOGOLLON;GV. Ger. Reg. Occid.;;
1013036617;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003181;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIO LA CANDELAR;;12,00;              12,00;12,00;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;140126;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036616;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003181;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIO LA CANDELAR;;33,01;              33,01;33,01;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;140059;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036615;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003181;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIO LA CANDELAR;;8,28;               8,28;8,28;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;140031;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036614;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003181;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIO LA CANDELAR;;57,66;              57,66;57,66;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;135959;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036613;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003099;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LA;;47,47;49,87;47,47;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;134154;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036612;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003099;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LA;;13,13;              13,13;13,13;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;134125;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036611;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003099;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LA;;87,79;              87,79;87,79;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;134048;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036610;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003314;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LOS RUICES;;23,79;              23,79;23,79;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;115253;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036609;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003314;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LOS RUICES;;27,06;              27,06;27,06;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;115221;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036608;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003314;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LOS RUICES;;16,54;              16,54;16,54;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;115151;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036607;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003314;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LOS RUICES;;35,11;              35,11;35,11;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;115124;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036606;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003314;390,29440;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LOS RUICES;;40,53;              40,53;40,53;concluido/a;100;UN;00.00.0000;USD;12.02.2026;20.02.2026;115053;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036605;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003179;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LA CASTELL;;25,76;              25,76;25,76;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;100342;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036604;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003179;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LA CASTELL;;5,62;               5,62;5,62;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;100246;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036603;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003179;388,73940;1,000;;91000028;UN;FARMACIA FARMA SERVICIOS LA CASTELL;;36,69;              36,69;36,69;concluido/a;100;UN;00.00.0000;USD;11.02.2026;20.02.2026;100215;ZG05;1,000;1,000;;100105;RICHIE K. MORILLO;GV. Ger. Reg. Occid.;;
1013036602;NC DSCTO 6% PRONTO PAGO;20.02.2026;1,000;NC DSCTO 6% PRONTO P;NC DSCTO 6% PRONTO PAGO;00.00.0000;ENIEVES;10003647;1,00000;1,000;;91000028;UN;DISTRIBUIDORA SUJER, C.A;;35.845,81;          35.845,81;35.845,81;concluido/a;100;UN;00.00.0000;VED;30.01.2026;20.02.2026;091100;ZG05;1,000;1,000;;100023;JESUS A. MARQUEZ;GV. Ger. Reg. Occid.;;
1002066446;AMY COLONIA PARA BEBES (10x220ML);20.02.2026;10,000;100026260220021;100026260220021;20.02.2026;NANAZCO;10002503;1,00000;10,000;3000;50000902;UN;COLLINS VIVAS DISTRIBUCIONES;;1.335,75;       1.134.558,08;133.575,20;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150623;ZT01;10,000;10,000;025302;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:27:33
1002066446;AMY TALCO PARA BEBES (24x200G);20.02.2026;3,000;100026260220021;100026260220021;20.02.2026;NANAZCO;10002503;1,00000;3,000;3000;50000106;UN;COLLINS VIVAS DISTRIBUCIONES;;1.754,18;       1.134.558,08;126.300,67;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150623;ZT01;24,000;3,000;025302;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:27:33
1002066446;AMY SEC TH MANZANILLA P/BEBES (24x72UN);20.02.2026;20,000;100026260220021;100026260220021;20.02.2026;NANAZCO;10002503;1,00000;20,000;3000;50001005;PAQ;COLLINS VIVAS DISTRIBUCIONES;;592,24;       1.134.558,08;284.275,20;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150623;ZT01;24,000;20,000;025302;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:27:33
1002066446;SECUREZZA CLASSIC M REG (6x6UN);20.02.2026;10,000;100026260220021;100026260220021;20.02.2026;NANAZCO;10002503;1,00000;10,000;3000;50000626;PAQ;COLLINS VIVAS DISTRIBUCIONES;;2.214,45;       1.134.558,08;132.866,88;concluido/a;105;BTO;20.02.2026;VED;20.02.2026;20.02.2026;150623;ZT01;6,000;10,000;025302;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:27:33
1002066446;SECUREZZA PROTECTOR DE CAMA (6X10UN);20.02.2026;4,000;100026260220021;100026260220021;20.02.2026;NANAZCO;10002503;1,00000;4,000;3000;50000957;PAQ;COLLINS VIVAS DISTRIBUCIONES;;2.584,59;       1.134.558,08;62.030,21;concluido/a;105;BTO;20.02.2026;VED;20.02.2026;20.02.2026;150623;ZT01;6,000;4,000;025302;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:27:33
1002066446;CHICCO BS COTONCITO(12x300UN PAGA 200UN);20.02.2026;20,000;100026260220021;100026260220021;20.02.2026;NANAZCO;10002503;1,00000;20,000;3000;50001051;PAQ;COLLINS VIVAS DISTRIBUCIONES;;994,57;       1.134.558,08;238.696,32;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150623;ZT01;12,000;20,000;025302;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:27:33
1002066445;CHICCO BIBERON VERDE BOY FLENT 150ML(6X1;20.02.2026;4,000;100026260220020;100026260220020;20.02.2026;NANAZCO;10002503;1,00000;4,000;3016;60000417;UN;COLLINS VIVAS DISTRIBUCIONES;;3.890,57;          93.373,68;93.373,68;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150622;ZT01;6,000;4,000;025301;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:23:12
1002066444;AMY MOTAS DE ALGODON (12x50UN);20.02.2026;7,000;100026260220019;100026260220019;20.02.2026;NANAZCO;10002503;1,00000;7,000;3000;50000517;PAQ;COLLINS VIVAS DISTRIBUCIONES;;822,58;         155.903,27;69.096,41;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150620;ZT01;12,000;7,000;025300;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:21:50
1002066444;AMY SEC TH 99% AGUA (20x48UN);20.02.2026;10,000;100026260220019;100026260220019;20.02.2026;NANAZCO;10002503;1,00000;10,000;3000;50001072;PAQ;COLLINS VIVAS DISTRIBUCIONES;;434,03;         155.903,27;86.806,86;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150620;ZT01;20,000;10,000;025300;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:21:50
1002066443;CHICCO BS COLONIA (10x220ML);20.02.2026;5,000;100026260220018;100026260220018;20.02.2026;NANAZCO;10002503;1,00000;5,000;3000;50000970;UN;COLLINS VIVAS DISTRIBUCIONES;;1.587,21;         749.550,00;79.360,50;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150618;ZT01;10,000;5,000;025299;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:19:58
1002066443;CHICCO BS TH ORIGINAL (24x72UN);20.02.2026;20,000;100026260220018;100026260220018;20.02.2026;NANAZCO;10002503;1,00000;20,000;3000;50000974;PAQ;COLLINS VIVAS DISTRIBUCIONES;;826,80;         749.550,00;396.864,00;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150618;ZT01;24,000;20,000;025299;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:19:58
1002066443;CHICCO BS COLONIA (28x100ML);20.02.2026;5,000;100026260220018;100026260220018;20.02.2026;NANAZCO;10002503;1,00000;5,000;3000;50001011;UN;COLLINS VIVAS DISTRIBUCIONES;;869,04;         749.550,00;121.665,60;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150618;ZT01;28,000;5,000;025299;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:19:58
1002066443;CHICCO BS ACEITE (28x100ML);20.02.2026;5,000;100026260220018;100026260220018;20.02.2026;NANAZCO;10002503;1,00000;5,000;3000;50001012;UN;COLLINS VIVAS DISTRIBUCIONES;;1.083,29;         749.550,00;151.659,90;concluido/a;105;CJ;20.02.2026;VED;20.02.2026;20.02.2026;150618;ZT01;28,000;5,000;025299;100026;PEDRO A. COLMENARES;GV Ger. Reg. DEnfoc.;20.02.2026;14:19:58
1002066442;CHICCO BS COLONIA (28x100ML);20.02.2026;6,000;100122260220048;100122260220048;20.02.2026;NANAZCO;10000121;402,33430;6,000;3000;50001011;UN;QUINCALLERIA LA REFORMA C.A.;;2,16;485,24;362,88;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150616;ZT01;28,000;6,000;025298;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:14:18
1002066442;CHICCO BS CHAMPU CABELLONORMAL(28x100ML);20.02.2026;3,000;100122260220048;100122260220048;20.02.2026;NANAZCO;10000121;402,33430;3,000;3000;50001016;UN;QUINCALLERIA LA REFORMA C.A.;;1,84;519,10;154,35;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150616;ZT01;28,000;3,000;025298;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:14:18
1002066442;SECUREZZA POST PARTO (12X15UN);20.02.2026;3,000;100122260220048;100122260220048;20.02.2026;NANAZCO;10000121;402,33430;3,000;3000;50001021;PAQ;QUINCALLERIA LA REFORMA C.A.;;2,20;             596,34;79,11;concluido/a;10B;BTO;20.02.2026;USD;20.02.2026;20.02.2026;150616;ZT01;12,000;3,000;025298;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:14:18
1002066441;AMY ACEITE PARA BEBES (10x220ML);20.02.2026;1,000;100122260220047;100122260220047;20.02.2026;NANAZCO;10003649;402,33430;1,000;3000;50000899;UN;COMERCIAL SURTIDOR LA 21, C.A.;;3,99;             305,42;39,92;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150614;ZT01;10,000;1,000;025297;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:10:46
1002066441;AMY LOCION PARA BEBES (10x200ML);20.02.2026;1,000;100122260220047;100122260220047;20.02.2026;NANAZCO;10003649;402,33430;1,000;3000;50000495;UN;COMERCIAL SURTIDOR LA 21, C.A.;;2,55;             305,42;25,52;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150614;ZT01;10,000;1,000;025297;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:10:46
1002066441;AMY COLONIA PARA BEBES (10x220ML);20.02.2026;2,000;100122260220047;100122260220047;20.02.2026;NANAZCO;10003649;402,33430;2,000;3000;50000902;UN;COMERCIAL SURTIDOR LA 21, C.A.;;3,32;             305,42;66,40;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150614;ZT01;10,000;2,000;025297;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:10:46
1002066441;AMY CHAMPU PARA BEBES (10x200ML);20.02.2026;1,000;100122260220047;100122260220047;20.02.2026;NANAZCO;10003649;402,33430;1,000;3000;50000532;UN;COMERCIAL SURTIDOR LA 21, C.A.;;2,44;             305,42;24,40;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150614;ZT01;10,000;1,000;025297;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:10:46
1002066441;AMY TALCO PARA BEBES (24x200G);20.02.2026;1,000;100122260220047;100122260220047;20.02.2026;NANAZCO;10003649;402,33430;1,000;3000;50000106;UN;COMERCIAL SURTIDOR LA 21, C.A.;;4,36;283,92;104,64;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150614;ZT01;24,000;1,000;025297;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:10:46
1002066441;AMY HISOPOS (48x60UN);20.02.2026;1,000;100122260220047;100122260220047;20.02.2026;NANAZCO;10003649;402,33430;1,000;3000;50000443;PAQ;COMERCIAL SURTIDOR LA 21, C.A.;;0,93;             305,42;44,54;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150614;ZT01;48,000;1,000;025297;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:10:46
1002066440;CHICCO BS GEL ANTIBACTERIAL (28x100ML);20.02.2026;1,000;100122260220046;100122260220046;20.02.2026;NANAZCO;10003649;402,33430;1,000;3000;50001019;UN;COMERCIAL SURTIDOR LA 21, C.A.;;1,67;             580,83;46,62;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150611;ZT01;28,000;1,000;025296;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:06:01
1002066440;CHICCO BS LOCION (28x100ML);20.02.2026;2,000;100122260220046;100122260220046;20.02.2026;NANAZCO;10003649;402,33430;2,000;3000;50001020;UN;COMERCIAL SURTIDOR LA 21, C.A.;;1,91;             580,83;106,68;concluido/a;10B;CJ;20.02.2026;USD;20.02.2026;20.02.2026;150611;ZT01;28,000;2,000;025296;100122;EDUARDO R. YEPEZ;GV Ger. Reg. Cen.Occ;20.02.2026;14:06:01
